CPQBA- LABORATÓRIO RECURSOS MICROBIANOS;01-21577-06
CPQBA- LABORATÓRIO RECURSOS MICROBIANOS;01-21577-06
FEM- PRÉDIOS QUADRA 47;01-21578-06
FEM- PRÉDIOS QUADRA 47;01-21578-06
FEM- PRÉDIOS QUADRA 47;01-21578-06
FEAGRI- ESTACIONAMENTO;01-21597-09
IG- CABINE DE MEDIÇÃO DO IG;01-21713-07
IG- CABINE DE MEDIÇÃO DO IG;01-21713-07
IG- CABINE DE MEDIÇÃO DO IG;01-21713-07
PRP- PRÉDIO CORE FACILITY;01-21715-09
PRP- PRÉDIO CORE FACILITY;01-21715-09
PRP- PRÉDIO CORE FACILITY;01-21715-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-21716-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-21716-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-21716-09
FOP- CENTRO CLÍNICO;01-21725-06
FOP- CENTRO CLÍNICO;01-21725-06
GASTROCENTRO- REFORMA SANITÁRIOS;01-21792-10
GASTROCENTRO- REFORMA SANITÁRIOS;01-21792-10
GASTROCENTRO- REFORMA SANITÁRIOS;01-21792-10
GASTROCENTRO- REFORMA SANITÁRIOS;01-21792-10
FEQ- LABORATÓRIO DE BIODEGRADAÇÃO DE POLÍMEROS;01-21823-09
FEQ- LABORATÓRIO DE BIODEGRADAÇÃO DE POLÍMEROS;01-21823-09
FEQ- LABORATÓRIO DE BIODEGRADAÇÃO DE POLÍMEROS;01-21823-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FE- ANEXO 3;01-21897-09
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
FCM- CENTRO PESQUISA CLÍNICA (FINEP);01-21977-06
IA- REFORMA E AMPLIAÇÃO GALERIA DE ARTES NA BC;012-2008-CPROJ
IFGW- REFORÇO ESTRUTURAL PRÉDIO PIERRE AUGER;01-22014-02
FCM- LABORATÓRIOS DE PESQUISA - LEXP (FINEP- CT-Infra);01-22343-07
FCM- LABORATÓRIOS DE PESQUISA - LEXP (FINEP- CT-Infra);01-22343-07
PREFEITURA- CENTRAL DE MONITORAMENTO;01-22354-09
PREFEITURA- CENTRAL DE MONITORAMENTO;01-22354-09
FCA- ENSINO 2 CAMPUS 2;01-22393-07
FCA- ENSINO 2 CAMPUS 2;01-22393-07
FCA- ENSINO 2 CAMPUS 2;01-22393-07
FCA- ENSINO 2 CAMPUS 2;01-22393-07
FCA- ENSINO 2 CAMPUS 2;01-22393-07
FCA- ENSINO 2 CAMPUS 2;01-22393-07
IFCH- AEL- AUTOMAÇÃO PARA O SISTEMA DE CLIMATIZAÇÃO;01-22415-07
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-22416-05
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-22416-05
FEA- REFORMA PLANTA PILOTO E LABS DEPTO CIÊNCIA DE ALIMENTOS (CT-INFRA 01/01);01-22564-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-22583-06
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-22583-06
FEA- 1a ETAPA NOVO PRÉDIO SALAS AULA E LAB. DE ENSINO;01-22606-08
FEA- 1a ETAPA NOVO PRÉDIO SALAS AULA E LAB. DE ENSINO;01-22606-08
FEA- 1a ETAPA NOVO PRÉDIO SALAS AULA E LAB. DE ENSINO;01-22606-08
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
PREFEITURA- BICICLETÁRIO NO PRÉDIO DA VIGILÂNCIA;01-22608-09
FEC- CONCLUSÃO DO PRÉDIO 7;01-22659-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-22659-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-22659-10
FEC- CONCLUSÃO DO PRÉDIO 7;01-22659-10
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-22754-09
IFCH- PROJETOS CONCLUSÃO OBRA AEL;01-22924-10
IFCH- PROJETOS CONCLUSÃO OBRA AEL;"01-22924-10
REUNIÃO C/ PATRÍCIA"
EDITORA- NOVO DEPÓSITO- READEQUAÇÃO PROJETO FUNDAÇÕES;01-22978-09
EDITORA- NOVO DEPÓSITO- READEQUAÇÃO PROJETO FUNDAÇÕES;01-22978-09
EDITORA- NOVO DEPÓSITO- READEQUAÇÃO PROJETO FUNDAÇÕES;01-22978-09
EDITORA- NOVO DEPÓSITO- READEQUAÇÃO PROJETO FUNDAÇÕES;01-22978-09
EDITORA- NOVO DEPÓSITO- READEQUAÇÃO PROJETO FUNDAÇÕES;01-22978-09
EDITORA- NOVO DEPÓSITO- READEQUAÇÃO PROJETO FUNDAÇÕES;01-22978-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
SIARQ- NOVA SEDE;01-22980-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRP- PRÉDIO CORE FACILITY;01-22981-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-22983-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-22983-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-22983-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-22983-09
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;01-22983-09
FE- ANEXO 3;01-22985-09
FE- ANEXO 3;01-22985-09
FE- ANEXO 3;01-22985-09
FE- ANEXO 3;01-22985-09
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-22987-08
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-22987-08
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-22987-08
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-22987-08
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-22987-08
FEAGRI- CONCLUSÃO DA CONSTRUÇÃO DO PRÉDIO III;01-22987-08
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-22989-09
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-22989-09
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-22989-09
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-22989-09
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-22989-09
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-22989-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
IC- NOVO PRÉDIO IC- 04;01-22990-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
PREFEITURA- INFRAESTRUTURA DUAS ÁREAS DE VIVÊNCIA NO CAMPUS;01-22997-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-23001-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-23001-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-23001-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-23001-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-23001-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-23001-09
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- SANITÁRIOS E ÁREA COFFEBREAK PARA AUDITÓRIO;01-23003-05
DGA- REFORMA ÁREA COORDENADORIA;01-23005-05
DGA- REFORMA ÁREA COORDENADORIA;01-23005-05
DGA- REFORMA ÁREA COORDENADORIA;01-23005-05                                                                                                                                                                                                                                                                                                                                                                                                                               
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FEEC- LAB INTEGRADO EM TI E MULTIMÍDIA (FINEP);01-23049-07
FCM- ESTACIONAMENTO NO NMCE;01-23102-09
DGRH- CONSTRUÇÃO NOVA SEDE CECI-MATERNAL;01-23104-05
DGRH- CONSTRUÇÃO NOVA SEDE CECI-MATERNAL;01-23104-05
DGRH- CONSTRUÇÃO NOVA SEDE CECI-MATERNAL;01-23104-05
DGRH- CONSTRUÇÃO NOVA SEDE CECI-MATERNAL;01-23104-05
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-23104-09
PREFEITURA- REFORMA E AMPLIAÇÃO CANTINA/LANCHONETE DA CPF LIMEIRA;01-23156-06
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;"01-23213-04
01-04285-05"
CPQBA- NOVA PORTARIA;01-23236-09
CPQBA- NOVA PORTARIA;01-23236-09
CPQBA- NOVA PORTARIA;01-23236-09
HC - UER;01-23270-09
HC - UER;01-23270-09
PREAC- CLIMATIZAÇÃO CASA DO LAGO;01-23289-05
HC- REFORMA E AMPLIAÇÃO DO BAZAR E FARMÁCIA DE ALTO CUSTO;01-23297-10
HC- REFORMA E AMPLIAÇÃO DO BAZAR E FARMÁCIA DE ALTO CUSTO;01-23297-10
HC- REFORMA E AMPLIAÇÃO DO BAZAR E FARMÁCIA DE ALTO CUSTO;"01-23297-10
EMAIL"
PRG- INSTALAÇÃO ELEVADOR BÁSICO 2;"01-23308-10
PROCEDIMENTO INTERNO"
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-23484-05
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-23484-05
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-23484-05
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-23484-05
CEB - REFORMA E AMPLIAÇÃO (FINEP- CT-Infra);01-23484-05
INOVA- PPCI PARA O PRÉDIO DA INOVASOFT;01-23591-10
INOVA- PPCI PARA O PRÉDIO DA INOVASOFT;01-23591-10
INOVA- PPCI PARA O PRÉDIO DA INOVASOFT;01-23591-10
INOVA- PPCI PARA O PRÉDIO DA INOVASOFT;01-23591-10
INOVA- PPCI PARA O PRÉDIO DA INOVASOFT;01-23591-10
FCA- PORTARIA PEDESTRES CAMPUS 2;01-23657-06
FCA- PORTARIA PEDESTRES CAMPUS 2;01-23657-06
FCA- PORTARIA PEDESTRES CAMPUS 2;01-23657-06
FCA- RESTAURANTE CAMPUS 2;01-23665-06
FCA- RESTAURANTE CAMPUS 2;01-23665-06
FCA- RESTAURANTE CAMPUS 2;01-23665-06
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
FCA- INFRAESTRUTURA SETOR NORTE;01-23776-10
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-23830-09
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEM- PRÉDIOS QUADRA 47;01-23876-06
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-23882-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-23882-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-23882-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-23882-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-23882-10
FEF- COBERTURA E EXECUÇÃO DE NOVO PISO PARA AS QUADRAS 10 A 13;01-23882-10
FEF- REFORMA QUADRAS DE 1 A 9;01-23884-10
FEF- REFORMA QUADRAS DE 1 A 9;01-23884-10
FEF- REFORMA QUADRAS DE 1 A 9;01-23884-10
FEF- REFORMA QUADRAS DE 1 A 9;01-23884-10
FEF- REFORMA QUADRAS DE 1 A 9;01-23884-10
FEF- REFORMA QUADRAS DE 1 A 9;01-23884-10
PRG- EA2- REFORMA PAV SUPERIOR BÁSICO I;"01-23939-10
IT-CPO-466/10"
FCA- PORTARIA PEDESTRES CAMPUS 2;01-23965-07
HEMOCENTRO- CONSTRUÇÃO DE BIOTÉRIO E SALA DE CULTURA;01-24003-10
HEMOCENTRO- CONSTRUÇÃO DE BIOTÉRIO E SALA DE CULTURA;01-24003-10
HEMOCENTRO- CONSTRUÇÃO DE BIOTÉRIO E SALA DE CULTURA;01-24003-10
HEMOCENTRO- CONSTRUÇÃO DE BIOTÉRIO E SALA DE CULTURA;01-24003-10
HEMOCENTRO- CONSTRUÇÃO DE BIOTÉRIO E SALA DE CULTURA;"01-24003-10
OF.HEMO/SeAC/033/10"
IE- CONSTRUÇÃO DE NOVO ESTACIONAMENTO;01-24005-10
IE- CONSTRUÇÃO DE NOVO ESTACIONAMENTO;"01-24005-10
OF.IE DIR Nº 84/10"
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-24189-07
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;01-24198-10
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;01-24198-10
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;01-24198-10
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;01-24198-10
PREFEITURA- INFRAESTRUTURA CAMPUS CAMPINAS;01-24198-10
FOP- SALAS DE AULA- AMPL PREDIO ADMINISTR;01-24204-07
FOP- SALAS DE AULA- AMPL PREDIO ADMINISTR;01-24204-07
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-24205-10
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-24205-10
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-24205-10
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-24205-10
CPFLimeira- REMODELAÇÃO ALIMENTAÇÃO ELÉTRICA PLANTA FÍSICA DE LIMEIRA;01-24205-10
NUDECRI- NOVO PRÉDIO;01-24290-10
NUDECRI- NOVO PRÉDIO;01-24290-10
NUDECRI- NOVO PRÉDIO;01-24290-10
NUDECRI- NOVO PRÉDIO;01-24290-10
NUDECRI- NOVO PRÉDIO;"01-24290-10
OF.NUDECRI Nº 35/2010"
REITORIA- REQUALIFICAÇÃO PRAÇA DAS BANDEIRAS E ENTORNO;01-24303-10
REITORIA- REQUALIFICAÇÃO PRAÇA DAS BANDEIRAS E ENTORNO;01-24303-10
REITORIA- REQUALIFICAÇÃO PRAÇA DAS BANDEIRAS E ENTORNO;01-24303-10
REITORIA- REQUALIFICAÇÃO PRAÇA DAS BANDEIRAS E ENTORNO;01-24303-10
REITORIA- REQUALIFICAÇÃO PRAÇA DAS BANDEIRAS E ENTORNO;01-24303-10
REITORIA- REFORMA SANITÁRIO PAV TÉRREO PRÉDIO REITORIA;01-24368-09
REITORIA- REFORMA SANITÁRIO PAV TÉRREO PRÉDIO REITORIA;01-24368-09
REITORIA- REFORMA SANITÁRIO PAV TÉRREO PRÉDIO REITORIA;01-24368-09
REITORIA- REFORMA SANITÁRIO PAV TÉRREO PRÉDIO REITORIA;01-24368-09
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-24373-10
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-24373-10
FCA- PORTARIAS PEDESTRES E VEÍCULOS CAMPUS 2;01-24373-10
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;01-24374-10
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;01-24374-10
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;01-24374-10
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;01-24374-10
AFPU- REFORMA;01-24375-10
IA- REFORMA SANITÁRIOS NO PAVILHÃO DO IA;01-24392-10
IEL- CEDAE (FINEP CT-INFRA 01/07);01-24420-08
IEL- CEDAE (FINEP CT-INFRA 01/07);01-24420-08
IEL- CEDAE (FINEP CT-INFRA 01/07);01-24420-08
IEL- CEDAE (FINEP CT-INFRA 01/07);01-24420-08
IEL- CEDAE (FINEP CT-INFRA 01/07);01-24420-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-24425-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-24425-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-24425-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-24425-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-24425-08
IB- LAB OBESIDADES E DIABETES - BETACEL (FINEP- CT-INFRA);01-24425-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-24426-08
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-24443-06
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;"01-24443-06
"
PREFEITURA- CANTINA IFCH (SALETERIA);01-24477-07
PREFEITURA- CANTINA IFCH (SALETERIA);01-24477-07
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-24543-09
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-24543-09
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-24543-09
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-24543-09
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-24543-09
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-24543-09
FOP- CENTRO CLÍNICO;01-24544-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-24714-05
